Reference,Left,SAB-code,SAB-grammatical,Verb,Lemma,Voice,SAA-code,SAA-grammatical,Right
doc#0,and legal persons whose rights and freedoms are adversely,Government,Beneficiaries ,affected,Affect,P,AI,Smuggled Patient,by the use of AI systems. </s><s> Without prejudice to those
doc#0,the right or freedom to strike or to take other action,Social,Subjected,covered,Cover,P,Government,Smuggled Patient,by the specific industrial relations systems in Member
doc#0,software systems or programming approaches and should not,AI,Agent,cover,Cover,A,Public,Subjected,systems that are based on the rules defined solely by
doc#0,"and freedoms of individuals. </s><s> Where relevant, this may",Regulation,Backgrounded,cover,Cover,A,Government,Subjected,activities of entities entrusted by the third countries to
doc#0,of the Member States'' and the common Union defence policy,Acts,Subjected,covered,Cover,P,Acts,Smuggled Patient,by Chapter 2 of Title V TEU that are subject to public
doc#0,should be prohibited. </s><s> That prohibition should not,Social,Backgrounded,cover,Cover,A,Social,Subjected,"the lawful labelling, filtering or categorisation of"
doc#0,", including by competent authorities, should not be",Social,Subjected,covered,Cover,P,Regulation,Smuggled Patient,by the specific framework regarding such use for the
doc#0,", point (d), to the extent it applies to the use of AI systems",AI,Subjected,covered,Cover,P,Regulation,Smuggled Patient,"by that provision, Article 5(1), first subparagraph,"
doc#0,", point (d), to the extent it applies to the use of AI systems",AI,Subjected,covered,Cover,P,Regulation,Smuggled Patient,"by that provision, Article 5(1), first subparagraph,"
doc#0,should be prohibited. </s><s> That prohibition should not,Regulation,Agent,cover,Cover,A,Company,Smuggled Patient,AI systems placed on the market strictly for medical or
doc#0,a risk for the assessment to follow. </s><s> That condition,Regulation,Agent,covers,Cover,A,Other,Subjected,", inter alia, smart solutions for file handling, which"
doc#0,"area of migration, asylum and border control management",Social,Beneficiaries,covered,Cover,P,Regulation,Smuggled Patient,by this Regulation should comply with the relevant
doc#0,harmonisation legislation. </s><s> The hazards of AI systems,AI,Subjected,covered,Cover,P,Regulation,Smuggled Patient,by the requirements of this Regulation concern different
doc#0,"misuse of high-risk AI systems, the provider should",Company,Agent,cover,Cover,A,AI,Subjected,"uses of AI systems which, while not directly covered by the"
doc#0,"should cover uses of AI systems which, while not directly",AI,Subjected,covered,Cover,P,Company,Smuggled Patient,by the intended purpose and provided for in the instruction
doc#0,limitations of performance of the AI system. </s><s> Those would,Social,Backgrounded,cover,Cover,A,AI,Backgrounded,information on possible known and foreseeable
doc#0,requirements of a product with digital elements,Acts,Subjected,covered,Cover,P,EU,Smuggled Patient,by a regulation of the European Parliament and of the
doc#0,of assurance for critical products with digital elements,AI,Subjected,covered,Cover,P,EU,Smuggled Patient,by a regulation of the European Parliament and of the
doc#0,"are concerned. </s><s> In this case, for all the other aspects",Acts,Subjected,covered,Cover,P,Regulation,Smuggled Patient,by this Regulation the respective provisions on
doc#0,under this Regulation. </s><s> The definition should not,Regulation,Suppressed,cover,Cover,A,Company,Suppressed,AI models used before their placing on the market for the
doc#0,are respected. </s><s> (103) Free and open-source AI components,AI,Agent,covers,Cover,A,AI,Subjected,"the software and data, including models and"
doc#0,", for the drawing up of such codes. </s><s> Codes of practice should",Acts,Agent,cover,Cover,A,Company,Subjected,obligations for providers of general-purpose AI models
doc#0,"EN OJ L, 12.7.2024 published and assessed as suitable to",EU,Suppressed,cover,Cover,A,EU,Subjected,"the relevant obligations by the AI Office, compliance with"
doc#0,"to be fulfilled, unless significant systemic risks not",AI,Subjected,covered,Cover,P,Regulation,Smuggled Patient,by Regulation (EU) 2022/2065 emerge and are identified in
doc#0,certificate or statement of conformity or parts thereof,Acts,Agent,cover,Cover,A,Regulation,Backgrounded,the cybersecurity requirement of this Regulation. </s><s> This
doc#0,", for high-risk AI systems related to products which are",AI,Subjected,covered,Cover,P,Acts,Smuggled Patient,by existing Union harmonisation legislation based on the
doc#0,to envisage that this marking obligation should not,Regulation,Agent,cover,Cover,A,AI,Subjected,AI systems performing primarily an assistive function for
doc#0,with the transparency obligations for the AI systems,AI,Subjected,covered,Cover,P,Regulation,Smuggled Patient,by this Regulation should not be interpreted as indicating
doc#0,AI systems in the AI regulatory sandbox should therefore,EU,Suppressed,cover,Cover,A,General,Subjected,"their development, training, testing and validation"
doc#0,should provide standardised templates for the areas,EU,Subjected,covered,Cover,P,Regulation,Smuggled Patient,"by this Regulation, upon request of the Board. </s>"
doc#0,context of conformity assessment of products or devices,Products,Subjected,covered,Cover,P,Acts,Smuggled Patient,"by that Union harmonisation legislation. </s><s> This is, in"
doc#0,devices and software. </s><s> Post-market monitoring should not,Products,Agent,cover,Cover,A,Social,Subjected,sensitive operational data of deployers which are law
doc#0,in accordance with Article 6(1) related to products,AI,Subjected,covered,Cover,P,Acts,Smuggled Patient,by the Union harmonisation legislation listed in Section B
doc#0,Union law. </s><s> Testing in real world conditions shall not be,Company,Backgrounded,covered,Cover,P,Regulation,Smuggled Patient,by that exclusion. 9. </s><s> This Regulation is without prejudice
doc#0,", sex life or sexual orientation; this prohibition does not",Regulation,Agent,cover,Cover,A,Social,Subjected,any labelling or filtering of lawfully acquired biometric
doc#0,"component of a product, or the AI system is itself a product,",AI,Subjected,covered,Cover,P,Regulation,Smuggled Patient,by the Union harmonisation legislation listed in Annex I; (
doc#0,. 2. </s><s> Where a high-risk AI system related to a product,AI,Subjected,covered,Cover,P,Regulation,Smuggled Patient,by the Union harmonisation legislation listed in Section A
doc#0,harmonised standards are not applied in full or do not,Acts,Agent,cover,Cover,A,Regulation,Subjected,"all of the relevant requirements set out in Section 2, the"
doc#0,AI systems that are safety components of products,Social,Subjected,covered,Cover,P,Regulation,Smuggled Patient,by the Union harmonisation legislation listed in Section A
doc#0,73 shall apply mutatis mutandis. </s><s> This obligation shall not,Company,Suppressed,cover,Cover,A,Social,Subjected,sensitive operational data of deployers of AI systems
doc#0,to law enforcement. </s><s> The reports may be aggregated to,Acts,Agent,cover,Cover,A,Company,Backgrounded,"more than one deployment. </s><s> Member States may introduce, in"
doc#0,Article 31 in so far as the applicable harmonised standards,Acts,Agent,cover,Cover,A,Other,Subjected,those requirements. 72/144 ELI:
doc#0,will assume responsibilities for the high-risk AI systems,General,Backgrounded,covered,Cover,P,Acts,Smuggled Patient,by those certificates. </s><s> The latter notified body shall
doc#0,"existing certificates issued, the provider of the system",Company,Subjected,covered,Cover,P,Acts,Smuggled Patient,by the certificate shall confirm in writing to the national
doc#0,State in which the provider of the high-risk AI system,Company,Subjected,covered,Cover,P,Regulation,Smuggled Patient,by the certificate has its registered place of business has
doc#0,of the Member State in which the provider of the system,Company,Subjected,covered,Cover,P,Regulation,Smuggled Patient,by the certificate has its place of business may extend the
doc#0,"3, of this Regulation, to the extent that those standards",Regulation,Agent,cover,Cover,A,Acts,Subjected,those requirements or obligations. 2. </s><s> In accordance with
doc#0,"issue, without undue delay, standardisation requests",Acts,Backgrounded,covering,Cover,A,Regulation,Subjected,"all requirements set out in Section 2 of this Chapter and, as"
doc#0,"Chapter and, as applicable, standardisation requests",Other,Agent,covering,Cover,A,Regulation,Subjected,"obligations set out in Chapter V, Sections 2 and 3, of this"
doc#0,standards developed in the various sectors for products,Products,Subjected,covered,Cover,P,EU,Smuggled Patient,by the existing Union harmonisation legislation listed in
doc#0,the request; and (b) no reference to harmonised standards,Acts,Agent,covering,Cover,A,Regulation,Subjected,the requirements referred to in Section 2 of this Chapter or
doc#0,"3 of Chapter V, to the extent those common specifications",Regulation,Agent,cover,Cover,A,Acts,Subjected,those requirements or those obligations. 4. </s><s> Where a
doc#0,"acts referred to in paragraph 1, or parts thereof which",Regulation,Agent,cover,Cover,A,Regulation,Subjected,the same requirements set out in Section 2 of this Chapter or
doc#0,certificate or statement of conformity or parts thereof,Social,Agent,cover,Cover,A,Regulation,Subjected,those requirements. </s><s> ELI:
doc#0,involvement of a notified body. 3. </s><s> For high-risk AI systems,AI,Subjected,covered,Cover,P,Regulation,Smuggled Patient,by the Union harmonisation legislation listed in Section A
doc#0,that manufacturer has applied all harmonised standards,Company,Agent,covering,Cover,A,Acts,Subjected,"all the relevant requirements, that manufacturer may use"
doc#0,", common specifications referred to in Article 41,",Acts,Agent,covering,Cover,A,Regulation,Subjected,all requirements set out in Section 2 of this Chapter. 4. </s>
doc#0,"indicate, which shall not exceed five years for AI systems",AI,Subjected,covered,Cover,P,Regulation,Smuggled Patient,"by Annex I, and four years for AI systems covered by Annex III"
doc#0,"AI systems covered by Annex I, and four years for AI systems",AI,Subjected,covered,Cover,P,Regulation,Smuggled Patient,"by Annex III. </s><s> At the request of the provider, the validity of"
doc#0,"periods, each not exceeding five years for AI systems",AI,Subjected,covered,Cover,P,Regulation,Smuggled Patient,"by Annex I, and four years for AI systems covered by Annex III"
doc#0,"AI systems covered by Annex I, and four years for AI systems",AI,Subjected,covered,Cover,P,Regulation,Smuggled Patient,"by Annex III, based on a re-assessment in accordance with"
doc#0,carrying out similar conformity assessment activities,Social,Agent,covering,Cover,A,AI,Subjected,the same types of AI systems with relevant information on
doc#0,pursuant to paragraphs 1 and 2. </s><s> This obligation shall not,Regulation,Agent,cover,Cover,A,Social,Subjected,sensitive operational data in relation to the activities
doc#0,concerned. 7. </s><s> For high-risk AI systems related to products,Products,Subjected,covered,Cover,P,Acts,Smuggled Patient,by Union harmonisation legislation listed in Section A of
doc#0,of conformity to the extent that those standards,Acts,Agent,cover,Cover,A,Regulation,Subjected,those obligations. </s><s> Providers of general-purpose AI
doc#0,of conformity to the extent that those standards,Social,Agent,cover,Cover,A,Regulation,Subjected,those obligations. </s><s> Providers of general-purpose AI
doc#0,and the Board shall aim to ensure that the codes of practice,EU,Agent,cover,Cover,A,Regulation,Subjected,"at least the obligations provided for in Articles 53 and 55,"
doc#0,and the Board shall assess whether the codes of practice,EU,Backgrounded,cover,Cover,A,Regulation,Subjected,"the obligations provided for in Articles 53 and 55, and"
doc#0,of the competent authorities; this obligation shall not,Regulation,Agent,cover,Cover,A,Social,Subjected,sensitive operational data in relation to the activities
doc#0,conditions of high-risk AI systems related to products,Products,Subjected,covered,Cover,P,Regulation,Smuggled Patient,by Union harmonisation legislation listed in Annex I. 2. </s>
